α [°],L [mm],H [mm],b [mm],Ls [mm],d [mm],P [ ],2π/n [rad],γ [N/mm3],Pmax [N],δ(Pmax) [mm],γAH' [N],Nγ [ ],Vroot [mm3],F/Nroot [ ],P0 [N],DR [ ],d50 [mm],φ [°]
45,35.3553,90.0,25.0,65.0,5.0,1.0,0.5235987755982988,1.6227528090000002e-05,18.016852715170874,0.4226788599999961,2.602118613166494,6.923916774587893,8270.138603859163,201.88518378487956,6.163705628373598,0.8,0.12,39.33
45,50.0,90.0,35.3553,54.644660940672615,5.0,1.0,0.0,1.6227528090000002e-05,23.880025902899362,0.2883916000000022,4.984261161403871,4.791086407714097,28887.24380265261,76.60674227050777,11.373276371655885,0.8,0.12,39.33
45,35.3553,90.0,25.0,65.0,5.0,1.0,0.0,1.6227528090000002e-05,17.519342111413756,0.288015679999997,2.602118613166494,6.732722337393618,15206.531093064585,106.76427287760087,6.82712486477715,0.8,0.12,39.33
60,28.8675,90.0,25.0,75.56624327025935,5.0,1.0,3.1415926535897927,1.6227528090000002e-05,10.497081539108782,1.3268299599999969,2.714341544941135,3.867266283667493,2587.050801339838,376.01218707535037,1.6681829504858,0.8,0.12,39.33
60,50.0,90.0,43.3013,65.0,5.0,1.0,2.0943951023931957,1.6227528090000002e-05,19.128998850860913,3.2480935799999995,7.806366039683651,2.4504358050363866,4153.310604043065,426.8115246671935,3.7150505745842795,0.8,0.12,39.33
60,28.8675,90.0,25.0,75.56624327025935,5.0,1.0,2.0943951023931957,1.6227528090000002e-05,15.616981810674849,1.0145623600000018,2.714341544941135,5.753506532654692,3115.971436043278,464.4531835644582,2.9053509515766893,0.8,0.12,39.33
60,28.867513,90.0,25.0,75.566243,5.0,1.0,2.0943951023931957,1.6227528090000002e-05,14.246427403144994,1.0470261000000003,2.714341544941135,5.248575821158848,3115.972074179287,423.69244498955874,3.4538354447799984,0.8,0.12,39.33
60,28.867513,120.0,25.0,105.56624,5.0,1.0,2.0943951023931957,1.6227528090000002e-05,26.825020188819998,2.4074526399999976,3.6702218518186234,7.308827986931635,3705.020696727373,670.9462448969181,1.6717455094900002,0.8,0.12,39.33
60,50.0,90.0,43.3013,65.0,5.0,1.0,1.0471975511965976,1.6227528090000002e-05,23.714191555642238,2.4041481000000027,7.806366039683651,3.0378016397247047,6893.9401441288355,318.7712333245327,6.271015988705536,0.8,0.12,39.33
60,28.8675,90.0,25.0,75.56624327025935,5.0,1.0,1.0471975511965976,1.6227528090000002e-05,17.733963276900326,0.6935190600000041,2.714341544941135,6.53343103042875,4611.793974529307,356.3479089574679,4.35891273657592,0.8,0.12,39.33
60,28.867513,90.0,25.0,75.566243,5.0,1.0,1.0471975511965976,1.6227528090000002e-05,19.109162678795,0.9137776999999984,2.714341544941135,7.040073020438338,4611.795378428525,383.98117686812776,5.055460464774999,0.8,0.12,39.33
60,28.867513,120.0,25.0,105.56624,5.0,1.0,1.0471975511965976,1.6227528090000002e-05,33.12854063715,1.7514925600000006,3.6702218518186225,9.026304668949253,5200.844000976611,590.2918473111389,8.901143165599999,0.8,0.12,39.33
60,28.867513,150.0,25.0,135.56624,5.0,1.0,1.0471975511965976,1.6227528090000002e-05,57.151950962715,2.579867839999998,4.62610215869611,12.3542345158291,5789.892623524697,914.74250153826,10.380170350619998,0.8,0.12,39.33
60,28.8675,90.0,25.0,75.56624327025935,5.0,1.0,0.0,1.6227528090000002e-05,17.616838348724496,0.2892399600000012,2.714341544941135,6.490280628669575,12895.55027804501,126.59786968795294,6.885651075815788,0.8,0.12,39.33
75,25.881905,90.0,25.0,83.30127,5.0,1.0,2.0943951023931957,1.6227528090000002e-05,16.336478510379994,0.8554567600000006,2.7964944327745087,5.8417704390607215,3099.036158305483,488.50623350089865,5.149611169429999,0.8,0.12,39.33
75,25.881905,120.0,25.0,113.30127,5.0,1.0,2.0943951023931957,1.6227528090000002e-05,30.265623520755,3.60915204,3.7523747396519953,8.065725206209525,3688.0847808535686,760.4786692948328,5.175113362755,0.8,0.12,39.33
75,25.881905,150.0,25.0,143.30127,5.0,1.0,2.0943951023931957,1.6227528090000002e-05,45.706152757825,3.592733480000002,4.708255046529483,9.70766288277344,4277.133403401655,990.2849484668387,6.17357841317,0.8,0.12,39.33
75,25.881905,90.0,25.0,83.30127,5.0,1.0,1.0471975511965976,1.6227528090000002e-05,18.275491516975,1.49037294,2.7964944327745087,6.535143178827355,4440.154696707681,381.42510299664,5.809702664919998,0.8,0.12,39.33
75,25.881905,120.0,25.0,113.30127,5.0,1.0,1.0471975511965976,1.6227528090000002e-05,36.432825650095,2.8539135199999994,3.752374739651996,9.70927164206256,5029.203319255767,671.3236843910339,9.674981013774998,0.8,0.12,39.33
75,25.881905,150.0,25.0,143.30127,5.0,1.0,1.0471975511965976,1.6227528090000002e-05,59.55683280021999,4.313054619999998,4.708255046529483,12.649449150831394,5618.251941803854,982.3555226959688,11.04808166882,0.8,0.12,39.33
90,25.0,90.0,25.0,90.0,5.0,1.0,3.1415926535897927,1.6227528090000002e-05,12.282388972947714,0.6235928599999983,2.8676409206324625,4.2830986559638085,2722.6416382795096,418.0523532193661,2.9754647937036784,0.8,0.12,39.33
90,25.0,90.0,25.0,90.0,5.0,1.0,2.0943951023931957,1.6227528090000002e-05,14.231688743282286,0.7827924399999979,2.8676409206324625,4.96285592832992,3180.700573388465,414.6407268711932,3.324850331159112,0.8,0.12,39.33
90,25.0,90.0,25.0,90.0,5.0,1.0,1.0471975511965976,1.6227528090000002e-05,16.455980569839703,1.1197844000000017,2.8676409206324625,5.738508071718516,4476.121577880652,340.69063779381037,4.749185041276954,0.8,0.12,39.33
90,25.0,90.0,25.0,90.0,5.0,1.0,0.6981317007977318,1.6227528090000002e-05,17.480300468688483,2.7820975600000013,2.8676409206324625,6.095707570260638,5653.408881120821,286.5344232658065,5.627153381891207,0.8,0.12,39.33
90,25.0,90.0,25.0,90.0,5.0,1.0,0.5235987755982988,1.6227528090000002e-05,17.460815900375117,0.3685133599999994,2.8676409206324625,6.088912937022852,6712.562483108972,241.05408715686275,5.04181698611552,0.8,0.12,39.33
90,12.5,60.0,12.5,60.0,5.0,1.0,0.0,1.6227528090000002e-05,6.063413449065,0.3437864600000004,12.686553756655915,0.4779401534387438,3632.466505713199,154.6870195519005,1.3579395741449996,0.8,0.12,39.33
90,25.0,60.0,25.0,60.0,5.0,1.0,0.0,1.6227528090000002e-05,9.903385737595,0.2985846199999977,5.1802436279630815,1.9117606137549752,10995.574287564275,83.46494001530479,4.423190435334997,0.8,0.12,39.33
90,37.5,60.0,37.5,60.0,5.0,1.0,0.0,1.6227528090000002e-05,15.186153562054994,0.2826359599999974,3.5304637696655714,4.301461380948694,23267.42059064941,60.483630866413286,8.77216414347,0.8,0.12,39.33
90,50.0,60.0,50.0,60.0,5.0,1.0,0.0,1.6227528090000002e-05,22.715467014449995,0.32821626000000104,2.97049050637066,7.647042455019898,40448.00541496859,52.04306515754303,13.390614786954998,0.8,0.12,39.33
90,25.0,90.0,25.0,90.0,5.0,1.0,0.0,1.6227528090000002e-05,19.646066084207252,0.30650942000000003,2.8676409206324625,6.850950529703798,11584.622910112363,157.156376307896,7.451502903278116,0.8,0.12,39.33
90,12.5,90.0,12.5,90.0,5.0,1.0,0.0,1.6227528090000002e-05,13.475755141589994,0.4264558400000018,18.796990996512772,0.7169102301581156,4221.515128261285,295.81695929106417,2.400283499319998,0.8,0.12,39.33
90,25.0,90.0,25.0,90.0,5.0,1.0,0.0,1.6227528090000002e-05,20.975132814195,0.29990541999999626,7.314420945551615,2.8676409206324625,11584.622910112363,167.78808803384624,6.901769247589997,0.8,0.12,39.33
90,37.5,90.0,37.5,90.0,5.0,1.0,0.0,1.6227528090000002e-05,29.868635618779997,0.3453917399999958,4.62922295061071,6.452192071423041,23856.46921319749,116.02391725497783,13.965112860579998,0.8,0.12,39.33
90,50.0,90.0,50.0,90.0,5.0,1.0,0.0,1.6227528090000002e-05,43.42549567853,0.3874795399999963,3.785820547308312,11.47056368252985,41037.05403751668,98.06339297922877,21.172559311329998,0.8,0.12,39.33
90,12.5,120.0,12.5,120.0,5.0,1.0,0.0,1.6227528090000002e-05,27.261865258389996,1.4926386199999977,28.520166240734234,0.9558803068774876,4810.5637508093705,525.1675702575097,3.1722080700799977,0.8,0.12,39.33
90,25.0,120.0,25.0,120.0,5.0,1.0,0.0,1.6227528090000002e-05,36.40519737505,0.3882339199999969,9.521379693963071,3.8235212275099504,12173.67153266045,277.1278151853091,9.80982147061,0.8,0.12,39.33
90,37.5,120.0,37.5,120.0,5.0,1.0,0.0,1.6227528090000002e-05,50.193183503995,0.5463006600000005,5.834433818969313,8.602922761897387,24445.51783574558,190.27591001853042,16.88907735389,0.8,0.12,39.33
90,50.0,120.0,50.0,120.0,5.0,1.0,0.0,1.6227528090000002e-05,70.16964630878999,0.5930163399999959,4.588025156230637,15.294084910039796,41626.10266006476,156.21468015874717,26.459064450105,0.8,0.12,39.33
90,37.5,150.0,37.5,150.0,5.0,1.0,0.0,1.6227528090000002e-05,76.94761934877499,0.7516520399999992,7.1554862437755125,10.753653452371736,25034.566458293662,284.8350439544613,20.32484502671,0.8,0.12,39.33
90,50.0,150.0,50.0,150.0,5.0,1.0,0.0,1.6227528090000002e-05,96.6078392657,0.8513064000000026,5.0533439474908,19.11760613754975,42215.15128261285,212.07150883187782,33.270717448849986,0.8,0.12,39.33
30,62.5,112.5,31.25,58.373412,6.25,1.25,2.0943951023931957,1.6227528090000002e-05,23.019568288954996,3.7527170706965918,4.7026226436689065,4.895049004186209,7312.571928023205,291.7194130728123,4.592529706204999,0.8,0.12,39.33
60,36.084392,112.5,31.25,94.45780400000001,6.25,1.25,2.0943951023931957,1.6227528090000002e-05,25.092953975179995,1.8490742800000008,5.301448329963153,4.733226170168934,6085.8830149056985,382.0907267238717,5.462505086325,0.8,0.12,39.33
60,36.084392,112.5,31.25,94.45780400000001,6.25,1.25,1.0471975511965976,1.6227528090000002e-05,33.039286392840005,1.2594539199999968,5.301448329963153,6.232124569828567,9007.412975046624,339.9138739246822,10.430187207615,0.8,0.12,39.33
30,75.0,135.0,37.5,70.04809499999999,7.5,1.5,2.0943951023931957,1.6227528090000002e-05,36.89477084034,5.989784692111352,8.126131928259868,4.5402623494251655,12636.124291624099,270.57597720435666,5.526257137309999,0.8,0.12,39.33
30,75.0,135.0,37.5,70.04809499999999,7.5,1.5,1.0471975511965976,1.6227528090000002e-05,45.069626642284994,2.288171700000001,8.126131928259868,5.5462582985575795,21380.216071946365,195.34854367213168,9.086513367224999,0.8,0.12,39.33
60,43.30127,135.0,37.5,113.34936,7.5,1.5,2.0943951023931957,1.6227528090000002e-05,41.34557778274,2.8469310599999944,9.16090271417633,4.513264584587113,10516.405805578399,364.33428073538556,10.09573827402,0.8,0.12,39.33
60,43.30127,135.0,37.5,113.34936,7.5,1.5,1.0471975511965976,1.6227528090000002e-05,52.000858008470004,1.5513354800000003,9.16090271417633,5.676390158362845,15564.809523687549,309.6028904856462,14.704454836715,0.8,0.12,39.33
30,87.5,157.5,43.75,81.72277700000001,8.75,1.75,2.0943951023931957,1.6227528090000002e-05,52.030284823125,6.94925458,12.903996534227481,4.032106230431491,20065.69737049568,240.2925204595072,10.531208451260001,0.8,0.12,39.33
30,87.5,157.5,43.75,81.72277700000001,8.75,1.75,1.0471975511965976,1.6227528090000002e-05,66.92157595564,5.244002719999999,12.903996534227476,5.186112362796475,33950.99126239631,182.66359820562406,14.588719695410001,0.8,0.12,39.33
60,50.518149,157.5,43.75,132.24093,8.75,1.75,2.0943951023931957,1.6227528090000002e-05,63.1022035161,2.884868499999997,14.547174217418895,4.337763649007581,16699.66302296726,350.16692683471166,14.920036973394,0.8,0.12,39.33
60,50.518149,157.5,43.75,132.24093,8.75,1.75,1.0471975511965976,1.6227528090000002e-05,80.171990951535,1.6066363600000002,14.547174217418895,5.511172806024172,24716.341269673198,300.59156750812923,21.283577453985,0.8,0.12,39.33
30,100.0,180.0,50.0,93.39746,10.0,2.0,1.0471975511965976,1.6227528090000002e-05,94.66395039272498,5.205498860000005,19.261942348467837,4.914558910008103,50679.03068905805,173.099028963484,21.632566707535,0.8,0.12,39.33
60,57.735027,180.0,50.0,151.13249,10.0,2.0,2.0943951023931957,1.6227528090000002e-05,91.2480147082,4.213961599999996,21.71473235952908,4.202124769369198,24927.77678978383,339.2174495191553,15.646989620185002,0.8,0.12,39.33
60,57.735027,180.0,50.0,151.13249,10.0,2.0,1.0471975511965976,1.6227528090000002e-05,111.39337450395,1.933905200000001,21.71473235952908,5.129852519460928,36894.36345939719,279.7935161753963,85.96256966828999,0.8,0.12,39.33
30,50.0,90.0,25.0,46.69872981077806,5.0,1.0,2.0943951023931957,1.533716814e-05,7.110014303047688,1.4675357999999992,2.2756365515359103,3.1244067943314064,3744.036827147881,175.98217055049858,1.2761375825403,0.5,0.12,30.8
30,50.0,120.0,25.0,76.69872981077806,5.0,1.0,2.0943951023931957,1.533716814e-05,11.66590876131714,3.4734474600000023,3.179070328201449,3.669597573173885,4333.085449695966,249.49372629246724,2.9638776074380155,0.5,0.12,30.8
30,50.0,90.0,25.0,46.69872981077806,5.0,1.0,1.0471975511965976,1.533716814e-05,8.748970178652105,0.6529400199999991,2.2756365515359103,3.844625440186003,6334.878836132256,127.98436879697715,2.1346209100185054,0.5,0.12,30.8
30,50.0,120.0,25.0,76.69872981077806,5.0,1.0,1.0471975511965976,1.533716814e-05,15.363319447285695,1.8160415800000027,3.1790703282014485,4.832645352635988,6923.927458680342,205.62260609396682,4.339428168262558,0.5,0.12,30.8
30,50.0,90.0,25.0,46.69872981077806,5.0,1.0,0.0,1.533716814e-05,11.66590876131714,0.3584117800000008,2.2756365515359103,5.126437591030691,20595.51473189553,52.49092577978117,5.4125326612273295,0.5,0.12,30.8
45,35.3553,90.0,25.0,65.0,5.0,1.0,2.0943951023931957,1.533716814e-05,7.900229357741924,0.9772878599999972,2.459347503145079,3.2123273948227724,3275.3384930563802,223.52279432240692,2.027310549686568,0.5,0.12,30.8
45,35.3553,120.0,25.0,95.0,5.0,1.0,2.0943951023931957,1.533716814e-05,12.953633530123104,1.7557394399999986,3.3627812798106187,3.852059486560664,3864.3871156044665,310.6342140464768,2.9150934581447117,0.5,0.12,30.8
45,35.3553,90.0,25.0,65.0,5.0,1.0,1.0471975511965976,1.533716814e-05,9.870858376087488,0.5141213999999988,2.459347503145079,4.013608635406087,5107.338145807912,179.10124953121962,3.5199144222337626,0.5,0.12,30.8
45,35.3553,120.0,25.0,95.0,5.0,1.0,1.0471975511965976,1.533716814e-05,17.93884149099618,1.1507393799999994,3.3627812798106187,5.334525203496566,5696.386768355997,291.83221464151586,4.95399163891963,0.5,0.12,30.8
45,35.3553,90.0,25.0,65.0,5.0,1.0,0.0,1.533716814e-05,11.100057378677503,0.2569667200000009,2.459347503145079,4.513415596812755,15206.531093064585,67.64463798912134,5.753948310536512,0.5,0.12,30.8
60,28.8675,90.0,25.0,75.56624327025935,5.0,1.0,2.0943951023931957,1.533716814e-05,8.739227672084079,0.8386597400000012,2.565413070509715,3.406557708988247,3115.971436043278,259.9069502289867,2.5834198705808697,0.5,0.12,30.8
60,28.8675,90.0,25.0,75.56624327025935,5.0,1.0,1.0471975511965976,1.533716814e-05,10.036695392280755,0.6550177399999995,2.565413070509715,3.9123116303007657,4611.793974529307,201.6782915379668,4.007754580698716,0.5,0.12,30.8
60,28.8675,90.0,25.0,75.56624327025935,5.0,1.0,0.0,1.533716814e-05,11.529370881281128,0.27933141999999683,2.5654130705097145,4.494157690944636,12895.55027804501,82.85219876120313,5.988126105612304,0.5,0.12,30.8
90,25.0,90.0,25.0,90.0,5.0,1.0,2.0943951023931957,1.533716814e-05,7.861187715016644,2.147557300000001,2.710301329996618,2.9004847645580627,3180.700573388465,229.03596663916596,2.524893214719544,0.5,0.12,30.8
90,25.0,90.0,25.0,90.0,5.0,1.0,1.0471975511965976,1.533716814e-05,10.592804268352369,1.6211677000000022,2.710301329996618,3.908349286153208,4476.121577880652,219.3044180438723,4.329685661694532,0.5,0.12,30.8
90,50.0,60.0,50.0,60.0,5.0,1.0,0.0,1.533716814e-05,15.198136307690001,0.1988337400000001,2.1028293246606875,7.227470213324312,40448.00541496859,34.82022172958977,10.892366253773668,0.5,0.12,30.8
90,25.0,90.0,25.0,90.0,5.0,1.0,0.0,1.533716814e-05,12.153676858506227,0.31038037999999857,2.710301329996618,4.484252995780877,11584.622910112363,97.22189703084491,6.544162920408052,0.5,0.12,30.8
90,25.0,90.0,25.0,90.0,5.0,1.0,0.0,1.533716814e-05,13.187881911505,0.2142185199999984,4.865836047655061,2.710301329996618,11584.622910112363,105.49489773194998,4.9507842826749995,0.5,0.12,30.8
90,50.0,90.0,50.0,90.0,5.0,1.0,0.0,1.533716814e-05,30.124631352374998,0.2778226600000014,2.778716061842152,10.841205319986472,41037.05403751668,68.02739995257885,16.834048377514243,0.5,0.12,30.8
90,12.5,120.0,12.5,120.0,5.0,1.0,0.0,1.533716814e-05,14.965006739900003,1.9031432599999971,16.564586277849788,0.9034337766655391,4810.5637508093705,288.28314401788214,1.651705433421668,0.5,0.12,30.8
